Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2021-08-08,PE,Peru,AMRO,13263,2122557,527,196818
2021-08-15,PE,Peru,AMRO,8780,2131337,461,197279
2021-08-22,PE,Peru,AMRO,8725,2140062,473,197752
2021-08-29,PE,Peru,AMRO,7223,2147285,363,198115
2021-09-05,PE,Peru,AMRO,5807,2153092,305,198420
2021-09-12,PE,Peru,AMRO,6214,2159306,253,198673
2021-09-19,PE,Peru,AMRO,6227,2165533,275,198948
2021-09-26,PE,Peru,AMRO,5841,2171374,234,199182
2021-10-03,PE,Peru,AMRO,5909,2177283,241,199423
2021-10-10,PE,Peru,AMRO,5742,2183025,192,199615
2021-10-17,PE,Peru,AMRO,5326,2188351,177,199792
2021-10-24,PE,Peru,AMRO,5781,2194132,211,200003
2021-10-31,PE,Peru,AMRO,5744,2199876,194,200197
2021-11-07,PE,Peru,AMRO,5610,2205486,176,200373
2021-11-14,PE,Peru,AMRO,7028,2212514,200,200573
2021-11-21,PE,Peru,AMRO,8640,2221154,228,200801
2021-11-28,PE,Peru,AMRO,10021,2231175,225,201026
2021-12-05,PE,Peru,AMRO,11471,2242646,334,201360
2021-12-12,PE,Peru,AMRO,8381,2251027,290,201650
2021-12-19,PE,Peru,AMRO,10856,2261883,470,202120
2021-12-26,PE,Peru,AMRO,11002,2272885,334,202454
2022-01-02,PE,Peru,AMRO,23946,2296831,236,202690
2022-01-09,PE,Peru,AMRO,45719,2342550,291,202981
2022-01-16,PE,Peru,AMRO,170239,2512789,321,203302
2022-01-23,PE,Peru,AMRO,326730,2839519,692,203994
2022-01-30,PE,Peru,AMRO,321213,3160732,1118,205112
2022-02-06,PE,Peru,AMRO,170558,3331290,1534,206646
2022-02-13,PE,Peru,AMRO,93604,3424894,1319,207965
2022-02-20,PE,Peru,AMRO,56858,3481752,1145,209110
2022-02-27,PE,Peru,AMRO,26890,3508642,1119,210229
2022-03-06,PE,Peru,AMRO,15862,3524504,766,210995
2022-03-13,PE,Peru,AMRO,10183,3534687,428,211423
2022-03-20,PE,Peru,AMRO,5421,3540108,328,211751
2022-03-27,PE,Peru,AMRO,4230,3544338,299,212050
2022-04-03,PE,Peru,AMRO,3268,3547606,206,212256
2022-04-10,PE,Peru,AMRO,3185,3550791,182,212438
2022-04-17,PE,Peru,AMRO,3878,3554669,158,212596
2022-04-24,PE,Peru,AMRO,4674,3559343,128,212724
2022-05-01,PE,Peru,AMRO,5215,3564558,86,212810
2022-05-08,PE,Peru,AMRO,4468,3569026,103,212913
2022-05-15,PE,Peru,AMRO,2490,3571516,100,213013
2022-05-22,PE,Peru,AMRO,3360,3574876,73,213086
2022-05-29,PE,Peru,AMRO,3488,3578364,69,213155
2022-06-05,PE,Peru,AMRO,5039,3583403,73,213228
2022-06-12,PE,Peru,AMRO,5294,3588697,80,213308
2022-06-19,PE,Peru,AMRO,7680,3596377,66,213374
2022-06-26,PE,Peru,AMRO,14746,3611123,69,213443
2022-07-03,PE,Peru,AMRO,18673,3629796,83,213526
2022-07-10,PE,Peru,AMRO,32889,3662685,126,213652
2022-07-17,PE,Peru,AMRO,67194,3729879,117,213769
2022-07-24,PE,Peru,AMRO,86925,3816804,184,213953
2022-07-31,PE,Peru,AMRO,78692,3895496,242,214195
2022-08-07,PE,Peru,AMRO,55999,3951495,351,214546
2022-08-14,PE,Peru,AMRO,62336,4013831,344,214890
2022-08-21,PE,Peru,AMRO,47526,4061357,378,215268
2022-08-28,PE,Peru,AMRO,33295,4094652,288,215556
2022-09-04,PE,Peru,AMRO,16393,4111045,234,215790
2022-09-11,PE,Peru,AMRO,12390,4123435,255,216045
2022-09-18,PE,Peru,AMRO,7702,4131137,219,216264
2022-09-25,PE,Peru,AMRO,8992,4140129,182,216446
2022-10-02,PE,Peru,AMRO,4287,4144416,129,216575
2022-10-09,PE,Peru,AMRO,4041,4148457,152,216727
2022-10-16,PE,Peru,AMRO,1664,4150121,128,216855
2022-10-23,PE,Peru,AMRO,1898,4152019,22,216877
2022-10-30,PE,Peru,AMRO,2317,4154336,65,216942
2022-11-06,PE,Peru,AMRO,5615,4159951,120,217062
2022-11-13,PE,Peru,AMRO,9800,4169751,110,217172
2022-11-20,PE,Peru,AMRO,14440,4184191,57,217229
2022-11-27,PE,Peru,AMRO,32877,4217068,110,217339
2022-12-04,PE,Peru,AMRO,61929,4278997,102,217441
2022-12-11,PE,Peru,AMRO,71516,4350513,183,217624
2022-12-18,PE,Peru,AMRO,55330,4405843,197,217821
2022-12-25,PE,Peru,AMRO,32935,4438778,186,218007
2023-01-01,PE,Peru,AMRO,15458,4454236,194,218201
2023-01-08,PE,Peru,AMRO,12095,4466331,155,218356
2023-01-15,PE,Peru,AMRO,7490,4473821,134,218490
2023-01-22,PE,Peru,AMRO,4134,4477955,116,218606
2023-01-29,PE,Peru,AMRO,2873,4480828,123,218729
2023-02-05,PE,Peru,AMRO,1482,4482310,356,219085
2023-02-12,PE,Peru,AMRO,1133,4483443,165,219250
2023-02-19,PE,Peru,AMRO,1088,4484531,68,219318
2023-02-26,PE,Peru,AMRO,751,4485282,77,219395
2023-03-05,PE,Peru,AMRO,1383,4486665,90,219485
2023-03-12,PE,Peru,AMRO,1291,4487956,77,219562
2023-03-19,PE,Peru,AMRO,1191,4489147,75,219637
2023-03-26,PE,Peru,AMRO,1649,4490796,72,219709
2023-04-02,PE,Peru,AMRO,2095,4492891,75,219784
2023-04-09,PE,Peru,AMRO,,4492891,82,219866
2023-04-16,PE,Peru,AMRO,4005,4496896,125,219991
2023-04-23,PE,Peru,AMRO,2459,4499355,82,220073
2023-04-30,PE,Peru,AMRO,1775,4501130,49,220122
2023-05-07,PE,Peru,AMRO,2092,4503222,74,220196
2023-05-14,PE,Peru,AMRO,1998,4505220,320,220516
2023-05-21,PE,Peru,AMRO,,4505220,,220516
2023-05-28,PE,Peru,AMRO,,4505220,,220516
2023-06-04,PE,Peru,AMRO,,4505220,,220516
2023-06-11,PE,Peru,AMRO,,4505220,,220516
2023-06-18,PE,Peru,AMRO,,4505220,,220516
2023-06-25,PE,Peru,AMRO,,4505220,,220516
2023-07-02,PE,Peru,AMRO,,4505220,,220516
2023-07-09,PE,Peru,AMRO,,4505220,,220516
2023-07-16,PE,Peru,AMRO,,4505220,,220516
2023-07-23,PE,Peru,AMRO,,4505220,,220516
2023-07-30,PE,Peru,AMRO,,4505220,,220516
2023-08-06,PE,Peru,AMRO,,4505220,,220516
2023-08-13,PE,Peru,AMRO,,4505220,,220516
2023-08-20,PE,Peru,AMRO,,4505220,,220516
2023-08-27,PE,Peru,AMRO,,4505220,,220516
2023-09-03,PE,Peru,AMRO,,4505220,,220516
2023-09-10,PE,Peru,AMRO,,4505220,,220516
2023-09-17,PE,Peru,AMRO,,4505220,,220516
2023-09-24,PE,Peru,AMRO,,4505220,,220516
2023-10-01,PE,Peru,AMRO,,4505220,,220516
2023-10-08,PE,Peru,AMRO,,4505220,,220516
2023-10-15,PE,Peru,AMRO,,4505220,,220516
2023-10-22,PE,Peru,AMRO,,4505220,,220516
2023-10-29,PE,Peru,AMRO,,4505220,,220516
2023-11-05,PE,Peru,AMRO,,4505220,,220516
2023-11-12,PE,Peru,AMRO,,4505220,,220516
2023-11-19,PE,Peru,AMRO,,4505220,,220516
2023-11-26,PE,Peru,AMRO,,4505220,,220516
2023-12-03,PE,Peru,AMRO,,4505220,,220516
2023-12-10,PE,Peru,AMRO,,4505220,,220516
2023-12-17,PE,Peru,AMRO,,4505220,,220516
2023-12-24,PE,Peru,AMRO,,4505220,,220516
2023-12-31,PE,Peru,AMRO,,4505220,,220516
2024-01-07,PE,Peru,AMRO,8687,4513907,61,220577
2024-01-14,PE,Peru,AMRO,4646,4518553,76,220653
2024-01-21,PE,Peru,AMRO,2347,4520900,54,220707
2024-01-28,PE,Peru,AMRO,2139,4523039,48,220755
2024-02-04,PE,Peru,AMRO,637,4523676,23,220778
2024-02-11,PE,Peru,AMRO,426,4524102,23,220801
2024-02-18,PE,Peru,AMRO,340,4524442,13,220814
2024-02-25,PE,Peru,AMRO,250,4524692,13,220827
2024-03-03,PE,Peru,AMRO,56,4524748,4,220831
2024-03-10,PE,Peru,AMRO,,4524748,,220831
2024-03-17,PE,Peru,AMRO,,4524748,,220831
2024-03-24,PE,Peru,AMRO,,4524748,,220831
2024-03-31,PE,Peru,AMRO,,4524748,,220831
2024-04-07,PE,Peru,AMRO,,4524748,,220831
2024-04-14,PE,Peru,AMRO,,4524748,,220831
2024-04-21,PE,Peru,AMRO,,4524748,,220831
2020-01-05,RU,Russian Federation,EURO,,0,,0
2020-01-12,RU,Russian Federation,EURO,,0,,0
2020-01-19,RU,Russian Federation,EURO,,0,,0
2020-01-26,RU,Russian Federation,EURO,,0,,0
2020-02-02,RU,Russian Federation,EURO,2,2,,0
2020-02-09,RU,Russian Federation,EURO,,2,,0
2020-02-16,RU,Russian Federation,EURO,,2,,0
2020-02-23,RU,Russian Federation,EURO,,2,,0
2020-03-01,RU,Russian Federation,EURO,,2,,0
2020-03-08,RU,Russian Federation,EURO,5,7,,0
2020-03-15,RU,Russian Federation,EURO,27,34,,0
2020-03-22,RU,Russian Federation,EURO,272,306,,0
2020-03-29,RU,Russian Federation,EURO,1228,1534,8,8
2020-04-05,RU,Russian Federation,EURO,3197,4731,35,43
2020-04-12,RU,Russian Federation,EURO,11039,15770,87,130
2020-04-19,RU,Russian Federation,EURO,27083,42853,231,361
2020-04-26,RU,Russian Federation,EURO,38096,80949,386,747
2020-05-03,RU,Russian Federation,EURO,53738,134687,533,1280
2020-05-10,RU,Russian Federation,EURO,75001,209688,635,1915
2020-05-17,RU,Russian Federation,EURO,72064,281752,716,2631
2020-05-24,RU,Russian Federation,EURO,62729,344481,910,3541
2020-05-31,RU,Russian Federation,EURO,61362,405843,1152,4693
2020-06-07,RU,Russian Federation,EURO,61830,467673,1166,5859
2020-06-14,RU,Russian Federation,EURO,61291,528964,1089,6948
2020-06-21,RU,Russian Federation,EURO,55716,584680,1163,8111
2020-06-28,RU,Russian Federation,EURO,49757,634437,962,9073
2020-07-05,RU,Russian Federation,EURO,46814,681251,1088,10161
2020-07-12,RU,Russian Federation,EURO,45911,727162,1174,11335
2020-07-19,RU,Russian Federation,EURO,44384,771546,1007,12342
2020-07-26,RU,Russian Federation,EURO,40939,812485,927,13269
2020-08-02,RU,Russian Federation,EURO,38385,850870,859,14128
2020-08-09,RU,Russian Federation,EURO,36666,887536,803,14931
2020-08-16,RU,Russian Federation,EURO,35317,922853,754,15685
2020-08-23,RU,Russian Federation,EURO,33896,956749,698,16383
2020-08-30,RU,Russian Federation,EURO,33577,990326,710,17093
2020-09-06,RU,Russian Federation,EURO,35179,1025505,727,17820
2020-09-13,RU,Russian Federation,EURO,37306,1062811,758,18578
2020-09-20,RU,Russian Federation,EURO,40588,1103399,840,19418
2020-09-27,RU,Russian Federation,EURO,48039,1151438,906,20324
2020-10-04,RU,Russian Federation,EURO,63563,1215001,1034,21358
2020-10-11,RU,Russian Federation,EURO,83717,1298718,1239,22597
2020-10-18,RU,Russian Federation,EURO,100616,1399334,1590,24187
2020-10-25,RU,Russian Federation,EURO,114543,1513877,1863,26050
2020-11-01,RU,Russian Federation,EURO,122904,1636781,2185,28235
2020-11-08,RU,Russian Federation,EURO,137553,1774334,2302,30537
2020-11-15,RU,Russian Federation,EURO,151491,1925825,2649,33186
2020-11-22,RU,Russian Federation,EURO,163504,2089329,2993,36179
2020-11-29,RU,Russian Federation,EURO,179987,2269316,3348,39527
2020-12-06,RU,Russian Federation,EURO,191454,2460770,3614,43141
2020-12-13,RU,Russian Federation,EURO,193158,2653928,3800,46941
2020-12-20,RU,Russian Federation,EURO,194449,2848377,3917,50858
2020-12-27,RU,Russian Federation,EURO,201871,3050248,3920,54778
2021-01-03,RU,Russian Federation,EURO,186539,3236787,3728,58506
2021-01-10,RU,Russian Federation,EURO,165167,3401954,3331,61837
2021-01-17,RU,Russian Federation,EURO,166255,3568209,3729,65566
2021-01-24,RU,Russian Federation,EURO,151191,3719400,3896,69462
2021-01-31,RU,Russian Federation,EURO,131039,3850439,3720,73182
2021-02-07,RU,Russian Federation,EURO,116842,3967281,3479,76661
2021-02-14,RU,Russian Federation,EURO,104602,4071883,3465,80126
2021-02-21,RU,Russian Federation,EURO,92843,4164726,3167,83293
2021-02-28,RU,Russian Federation,EURO,81353,4246079,2829,86122
2021-03-07,RU,Russian Federation,EURO,76697,4322776,2978,89100
2021-03-14,RU,Russian Federation,EURO,67832,4390608,2990,92090
2021-03-21,RU,Russian Federation,EURO,66261,4456869,2940,95030
2021-03-28,RU,Russian Federation,EURO,62963,4519832,2710,97740
2021-04-04,RU,Russian Federation,EURO,61062,4580894,2634,100374
2021-04-11,RU,Russian Federation,EURO,60496,4641390,2612,102986
2021-04-18,RU,Russian Federation,EURO,60711,4702101,2596,105582
2021-04-25,RU,Russian Federation,EURO,60468,4762569,2650,108232
2021-05-02,RU,Russian Federation,EURO,60686,4823255,2630,110862
2021-05-09,RU,Russian Federation,EURO,57007,4880262,2464,113326
2021-05-16,RU,Russian Federation,EURO,59983,4940245,2545,115871
2021-05-23,RU,Russian Federation,EURO,61260,5001505,2611,118482
2021-05-30,RU,Russian Federation,EURO,61937,5063442,2680,121162
2021-06-06,RU,Russian Federation,EURO,62995,5126437,2625,123787
2021-06-13,RU,Russian Federation,EURO,82250,5208687,2643,126430
2021-06-20,RU,Russian Federation,EURO,108139,5316826,2931,129361
2021-06-27,RU,Russian Federation,EURO,134465,5451291,3921,133282
2021-07-04,RU,Russian Federation,EURO,159650,5610941,4643,137925
2021-07-11,RU,Russian Federation,EURO,172392,5783333,5077,143002
2021-07-18,RU,Russian Federation,EURO,174800,5958133,5417,148419
2021-07-25,RU,Russian Federation,EURO,168408,6126541,5455,153874
2021-08-01,RU,Russian Federation,EURO,162136,6288677,5478,159352
2021-08-08,RU,Russian Federation,EURO,159073,6447750,5529,164881
2021-08-15,RU,Russian Federation,EURO,153086,6600836,5618,170499
2021-08-22,RU,Russian Federation,EURO,146251,6747087,5545,176044
2021-08-29,RU,Russian Federation,EURO,135740,6882827,5593,181637
2021-09-05,RU,Russian Federation,EURO,129772,7012599,5563,187200
2021-09-12,RU,Russian Federation,EURO,127471,7140070,5549,192749
2021-09-19,RU,Russian Federation,EURO,134858,7274928,5469,198218
2021-09-26,RU,Russian Federation,EURO,145985,7420913,5682,203900
2021-10-03,RU,Russian Federation,EURO,165623,7586536,6018,209918
2021-10-10,RU,Russian Federation,EURO,188829,7775365,6497,216415
2021-10-17,RU,Russian Federation,EURO,217322,7992687,6897,223312
2021-10-24,RU,Russian Federation,EURO,248956,8241643,7288,230600
2021-10-31,RU,Russian Federation,EURO,272147,8513790,7938,238538
2021-11-07,RU,Russian Federation,EURO,281305,8795095,8276,246814
2021-11-14,RU,Russian Federation,EURO,275579,9070674,8572,255386
2021-11-21,RU,Russian Federation,EURO,260484,9331158,8709,264095
2021-11-28,RU,Russian Federation,EURO,239215,9570373,8660,272755
2021-12-05,RU,Russian Federation,EURO,231240,9801613,8523,281278
2021-12-12,RU,Russian Federation,EURO,215283,10016896,8205,289483
2021-12-19,RU,Russian Federation,EURO,197894,10214790,7720,297203
2021-12-26,RU,Russian Federation,EURO,177230,10392020,7015,304218
2022-01-02,RU,Russian Federation,EURO,145946,10537966,6300,310518
2022-01-09,RU,Russian Federation,EURO,112883,10650849,5645,316163
2022-01-16,RU,Russian Federation,EURO,152685,10803534,5157,321320
2022-01-23,RU,Russian Federation,EURO,304657,11108191,4792,326112
2022-01-30,RU,Russian Federation,EURO,628816,11737007,4616,330728
2022-02-06,RU,Russian Federation,EURO,1073111,12810118,4686,335414
2022-02-13,RU,Russian Federation,EURO,1323391,14133509,4834,340248
2022-02-20,RU,Russian Federation,EURO,1236910,15370419,5252,345500
2022-02-27,RU,Russian Federation,EURO,920697,16291116,5427,350927
2022-03-06,RU,Russian Federation,EURO,650540,16941656,5354,356281
2022-03-13,RU,Russian Federation,EURO,393530,17335186,4530,360811
2022-03-20,RU,Russian Federation,EURO,247506,17582692,3681,364492
2022-03-27,RU,Russian Federation,EURO,180050,17762742,2859,367351
2022-04-03,RU,Russian Federation,EURO,134124,17896866,2357,369708
2022-04-10,RU,Russian Federation,EURO,99194,17996060,2008,371716
2022-04-17,RU,Russian Federation,EURO,78657,18074717,1784,373500
2022-04-24,RU,Russian Federation,EURO,62420,18137137,1402,374902
2022-05-01,RU,Russian Federation,EURO,52264,18189401,1129,376031
2022-05-08,RU,Russian Federation,EURO,38265,18227666,915,376946
2022-05-15,RU,Russian Federation,EURO,32627,18260293,724,377670
2022-05-22,RU,Russian Federation,EURO,33157,18293450,680,378350
2022-05-29,RU,Russian Federation,EURO,30586,18324036,605,378955
2022-06-05,RU,Russian Federation,EURO,27815,18351851,565,379520
2022-06-12,RU,Russian Federation,EURO,24736,18376587,500,380020
2022-06-19,RU,Russian Federation,EURO,21673,18398260,443,380463
2022-06-26,RU,Russian Federation,EURO,20621,18418881,429,380892
2022-07-03,RU,Russian Federation,EURO,20878,18439759,371,381263
2022-07-10,RU,Russian Federation,EURO,22452,18462211,320,381583
2022-07-17,RU,Russian Federation,EURO,28085,18490296,298,381881
2022-07-24,RU,Russian Federation,EURO,41959,18532255,274,382155
2022-07-31,RU,Russian Federation,EURO,69464,18601719,278,382433
2022-08-07,RU,Russian Federation,EURO,110980,18712699,308,382741
2022-08-14,RU,Russian Federation,EURO,169259,18881958,384,383125
2022-08-21,RU,Russian Federation,EURO,235385,19117343,435,383560
2022-08-28,RU,Russian Federation,EURO,288580,19405923,523,384083
2022-09-04,RU,Russian Federation,EURO,323500,19729423,628,384711
2022-09-11,RU,Russian Federation,EURO,337187,20066610,637,385348
2022-09-18,RU,Russian Federation,EURO,372485,20439095,697,386045
2022-09-25,RU,Russian Federation,EURO,353826,20792921,712,386757
2022-10-02,RU,Russian Federation,EURO,256106,21049027,711,387468
2022-10-09,RU,Russian Federation,EURO,154305,21203332,731,388199
2022-10-16,RU,Russian Federation,EURO,101222,21304554,702,388901
2022-10-23,RU,Russian Federation,EURO,68381,21372935,636,389537
2022-10-30,RU,Russian Federation,EURO,50790,21423725,567,390104
2022-11-06,RU,Russian Federation,EURO,40125,21463850,484,390588
2022-11-13,RU,Russian Federation,EURO,36102,21499952,436,391024
2022-11-20,RU,Russian Federation,EURO,36277,21536229,430,391454
2022-11-27,RU,Russian Federation,EURO,38535,21574764,386,391840
2022-12-04,RU,Russian Federation,EURO,42837,21617601,391,392231
2022-12-11,RU,Russian Federation,EURO,47551,21665152,380,392611
2022-12-18,RU,Russian Federation,EURO,50922,21716074,389,393000
2022-12-25,RU,Russian Federation,EURO,48218,21764292,383,393383
2023-01-01,RU,Russian Federation,EURO,39255,21803547,379,393762
2023-01-08,RU,Russian Federation,EURO,23435,21826982,318,394080
2023-01-15,RU,Russian Federation,EURO,29631,21856613,318,394398
2023-01-22,RU,Russian Federation,EURO,37544,21894157,296,394694
2023-01-29,RU,Russian Federation,EURO,44264,21938421,290,394984
2023-02-05,RU,Russian Federation,EURO,58323,21996744,295,395279
2023-02-12,RU,Russian Federation,EURO,75973,22072717,272,395551
2023-02-19,RU,Russian Federation,EURO,93918,22166635,248,395799
2023-02-26,RU,Russian Federation,EURO,86502,22253137,236,396035
2023-03-05,RU,Russian Federation,EURO,88991,22342128,263,396298
2023-03-12,RU,Russian Federation,EURO,80965,22423093,288,396586
2023-03-19,RU,Russian Federation,EURO,83106,22506199,248,396834
2023-03-26,RU,Russian Federation,EURO,80011,22586210,244,397078
2023-04-02,RU,Russian Federation,EURO,69916,22656126,234,397312
2023-04-09,RU,Russian Federation,EURO,58862,22714988,258,397570
2023-04-16,RU,Russian Federation,EURO,50349,22765337,258,397828
2023-04-23,RU,Russian Federation,EURO,44927,22810264,245,398073
2023-04-30,RU,Russian Federation,EURO,40945,22851209,232,398305
2023-05-07,RU,Russian Federation,EURO,27440,22878649,220,398525
2023-05-14,RU,Russian Federation,EURO,19727,22898376,185,398710
2023-05-21,RU,Russian Federation,EURO,2379,22900755,26,398736
2023-05-28,RU,Russian Federation,EURO,17118,22917873,183,398919
2023-06-04,RU,Russian Federation,EURO,11276,22929149,138,399057
2023-06-11,RU,Russian Federation,EURO,13309,22942458,169,399226
2023-06-18,RU,Russian Federation,EURO,4406,22946864,87,399313
2023-06-25,RU,Russian Federation,EURO,6545,22953409,123,399436
2023-07-02,RU,Russian Federation,EURO,5789,22959198,127,399563
2023-07-09,RU,Russian Federation,EURO,4490,22963688,86,399649
2023-07-16,RU,Russian Federation,EURO,4030,22967718,66,399715
2023-07-23,RU,Russian Federation,EURO,3389,22971107,57,399772
2023-07-30,RU,Russian Federation,EURO,3182,22974289,42,399814
2023-08-06,RU,Russian Federation,EURO,2985,22977274,40,399854
2023-08-13,RU,Russian Federation,EURO,2932,22980206,43,399897
2023-08-20,RU,Russian Federation,EURO,2944,22983150,41,399938
2023-08-27,RU,Russian Federation,EURO,3378,22986528,34,399972
2023-09-03,RU,Russian Federation,EURO,4020,22990548,11,399983
2023-09-10,RU,Russian Federation,EURO,5217,22995765,16,399999
2023-09-17,RU,Russian Federation,EURO,7688,23003453,10,400009
2023-09-24,RU,Russian Federation,EURO,11516,23014969,14,400023
2023-10-01,RU,Russian Federation,EURO,14435,23029404,24,400047
2023-10-08,RU,Russian Federation,EURO,16429,23045833,30,400077
2023-10-15,RU,Russian Federation,EURO,16127,23061960,25,400102
2023-10-22,RU,Russian Federation,EURO,16852,23078812,43,400145
2023-10-29,RU,Russian Federation,EURO,19922,23098734,50,400195
2023-11-05,RU,Russian Federation,EURO,34191,23132925,63,400258
2023-11-12,RU,Russian Federation,EURO,41386,23174311,76,400334
2023-11-19,RU,Russian Federation,EURO,58150,23232461,93,400427
2023-11-26,RU,Russian Federation,EURO,77106,23309567,90,400517
2023-12-03,RU,Russian Federation,EURO,95079,23404646,138,400655
2023-12-10,RU,Russian Federation,EURO,107174,23511820,148,400803
2023-12-17,RU,Russian Federation,EURO,96903,23608723,164,400967
2023-12-24,RU,Russian Federation,EURO,79032,23687755,186,401153
2023-12-31,RU,Russian Federation,EURO,58797,23746552,206,401359
2024-01-07,RU,Russian Federation,EURO,25922,23772474,123,401482
2024-01-14,RU,Russian Federation,EURO,26993,23799467,150,401632
2024-01-21,RU,Russian Federation,EURO,26000,23825467,141,401773
2024-01-28,RU,Russian Federation,EURO,24288,23849755,111,401884
2024-02-04,RU,Russian Federation,EURO,25751,23875506,107,401991
2024-02-11,RU,Russian Federation,EURO,27400,23902906,106,402097
2024-02-18,RU,Russian Federation,EURO,28257,23931163,,402097
2024-02-25,RU,Russian Federation,EURO,26623,23957786,65,402162
2024-03-03,RU,Russian Federation,EURO,25835,23983621,70,402232
2024-03-10,RU,Russian Federation,EURO,24099,24007720,65,402297
2024-03-17,RU,Russian Federation,EURO,24056,24031776,77,402374
2024-03-24,RU,Russian Federation,EURO,24912,24056688,71,402445
2024-03-31,RU,Russian Federation,EURO,21590,24078278,75,402520
2024-04-07,RU,Russian Federation,EURO,19954,24098232,69,402589
2024-04-14,RU,Russian Federation,EURO,18137,24116369,61,402650
2024-04-21,RU,Russian Federation,EURO,16280,24132649,55,402705
2020-01-05,ZW,Zimbabwe,AFRO,,0,,0
2020-01-12,ZW,Zimbabwe,AFRO,,0,,0
2020-01-19,ZW,Zimbabwe,AFRO,,0,,0
2020-01-26,ZW,Zimbabwe,AFRO,,0,,0
2020-02-02,ZW,Zimbabwe,AFRO,,0,,0
2020-02-09,ZW,Zimbabwe,AFRO,,0,,0
2020-02-16,ZW,Zimbabwe,AFRO,,0,,0
2020-02-23,ZW,Zimbabwe,AFRO,,0,,0
2020-03-01,ZW,Zimbabwe,AFRO,,0,,0
2020-03-08,ZW,Zimbabwe,AFRO,,0,5,5
2020-03-15,ZW,Zimbabwe,AFRO,,0,,5
2020-03-22,ZW,Zimbabwe,AFRO,2,2,,5
2020-03-29,ZW,Zimbabwe,AFRO,5,7,1,6
2020-04-05,ZW,Zimbabwe,AFRO,2,9,,6
2020-04-12,ZW,Zimbabwe,AFRO,7,16,1,7
2020-04-19,ZW,Zimbabwe,AFRO,10,26,,7
2020-04-26,ZW,Zimbabwe,AFRO,6,32,1,8
2020-05-03,ZW,Zimbabwe,AFRO,3,35,,8
2020-05-10,ZW,Zimbabwe,AFRO,2,37,,8
2020-05-17,ZW,Zimbabwe,AFRO,7,44,,8
2020-05-24,ZW,Zimbabwe,AFRO,24,68,,8
2020-05-31,ZW,Zimbabwe,AFRO,105,173,,8
2020-06-07,ZW,Zimbabwe,AFRO,106,279,,8
2020-06-14,ZW,Zimbabwe,AFRO,77,356,,8
2020-06-21,ZW,Zimbabwe,AFRO,130,486,2,10
2020-06-28,ZW,Zimbabwe,AFRO,81,567,,10
2020-07-05,ZW,Zimbabwe,AFRO,131,698,2,12
2020-07-12,ZW,Zimbabwe,AFRO,284,982,10,22
2020-07-19,ZW,Zimbabwe,AFRO,496,1478,7,29
2020-07-26,ZW,Zimbabwe,AFRO,956,2434,9,38
2020-08-02,ZW,Zimbabwe,AFRO,1225,3659,35,73
2020-08-09,ZW,Zimbabwe,AFRO,916,4575,33,106
2020-08-16,ZW,Zimbabwe,AFRO,601,5176,28,134
2020-08-23,ZW,Zimbabwe,AFRO,717,5893,21,155
2020-08-30,ZW,Zimbabwe,AFRO,513,6406,43,198
2020-09-06,ZW,Zimbabwe,AFRO,431,6837,10,208
2020-09-13,ZW,Zimbabwe,AFRO,671,7508,17,225
2020-09-20,ZW,Zimbabwe,AFRO,164,7672,1,226
2020-09-27,ZW,Zimbabwe,AFRO,131,7803,2,228
2020-10-04,ZW,Zimbabwe,AFRO,82,7885,1,229
2020-10-11,ZW,Zimbabwe,AFRO,125,8010,2,231
2020-10-18,ZW,Zimbabwe,AFRO,100,8110,1,232
2020-10-25,ZW,Zimbabwe,AFRO,159,8269,5,237
2020-11-01,ZW,Zimbabwe,AFRO,98,8367,7,244
2020-11-08,ZW,Zimbabwe,AFRO,131,8498,8,252
2020-11-15,ZW,Zimbabwe,AFRO,288,8786,6,258
2020-11-22,ZW,Zimbabwe,AFRO,386,9172,7,265
2020-11-29,ZW,Zimbabwe,AFRO,650,9822,10,275
2020-12-06,ZW,Zimbabwe,AFRO,795,10617,16,291
2020-12-13,ZW,Zimbabwe,AFRO,602,11219,16,307
2020-12-20,ZW,Zimbabwe,AFRO,932,12151,11,318
2020-12-27,ZW,Zimbabwe,AFRO,812,12963,23,341
2021-01-03,ZW,Zimbabwe,AFRO,1528,14491,36,377
2021-01-10,ZW,Zimbabwe,AFRO,6008,20499,106,483
2021-01-17,ZW,Zimbabwe,AFRO,6382,26881,200,683
2021-01-24,ZW,Zimbabwe,AFRO,4126,31007,291,974
2021-01-31,ZW,Zimbabwe,AFRO,2264,33271,219,1193
2021-02-07,ZW,Zimbabwe,AFRO,1216,34487,123,1316
2021-02-14,ZW,Zimbabwe,AFRO,617,35104,82,1398
2021-02-21,ZW,Zimbabwe,AFRO,664,35768,34,1432
2021-02-28,ZW,Zimbabwe,AFRO,290,36058,31,1463
2021-03-07,ZW,Zimbabwe,AFRO,202,36260,22,1485
2021-03-14,ZW,Zimbabwe,AFRO,211,36471,16,1501
2021-03-21,ZW,Zimbabwe,AFRO,191,36662,9,1510
2021-03-28,ZW,Zimbabwe,AFRO,156,36818,9,1519
2021-04-04,ZW,Zimbabwe,AFRO,93,36911,5,1524
2021-04-11,ZW,Zimbabwe,AFRO,362,37273,14,1538
2021-04-18,ZW,Zimbabwe,AFRO,426,37699,14,1552
2021-04-25,ZW,Zimbabwe,AFRO,365,38064,4,1556
