Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2021-05-02,ZW,Zimbabwe,AFRO,196,38260,12,1568
2021-05-09,ZW,Zimbabwe,AFRO,154,38414,8,1576
2021-05-16,ZW,Zimbabwe,AFRO,140,38554,6,1582
2021-05-23,ZW,Zimbabwe,AFRO,125,38679,4,1586
2021-05-30,ZW,Zimbabwe,AFRO,254,38933,8,1594
2021-06-06,ZW,Zimbabwe,AFRO,235,39168,11,1605
2021-06-13,ZW,Zimbabwe,AFRO,684,39852,27,1632
2021-06-20,ZW,Zimbabwe,AFRO,1776,41628,34,1666
2021-06-27,ZW,Zimbabwe,AFRO,4390,46018,59,1725
2021-07-04,ZW,Zimbabwe,AFRO,7647,53665,134,1859
2021-07-11,ZW,Zimbabwe,AFRO,13188,66853,267,2126
2021-07-18,ZW,Zimbabwe,AFRO,15760,82613,462,2588
2021-07-25,ZW,Zimbabwe,AFRO,14664,97277,462,3050
2021-08-01,ZW,Zimbabwe,AFRO,11583,108860,482,3532
2021-08-08,ZW,Zimbabwe,AFRO,7030,115890,294,3826
2021-08-15,ZW,Zimbabwe,AFRO,3963,119853,264,4090
2021-08-22,ZW,Zimbabwe,AFRO,2634,122487,146,4236
2021-08-29,ZW,Zimbabwe,AFRO,1880,124367,154,4390
2021-09-05,ZW,Zimbabwe,AFRO,1058,125425,76,4466
2021-09-12,ZW,Zimbabwe,AFRO,795,126220,70,4536
2021-09-19,ZW,Zimbabwe,AFRO,1519,127739,27,4563
2021-09-26,ZW,Zimbabwe,AFRO,1766,129505,40,4603
2021-10-03,ZW,Zimbabwe,AFRO,1589,131094,22,4625
2021-10-10,ZW,Zimbabwe,AFRO,668,131762,11,4636
2021-10-17,ZW,Zimbabwe,AFRO,571,132333,21,4657
2021-10-24,ZW,Zimbabwe,AFRO,292,132625,11,4668
2021-10-31,ZW,Zimbabwe,AFRO,329,132954,9,4677
2021-11-07,ZW,Zimbabwe,AFRO,214,133168,8,4685
2021-11-14,ZW,Zimbabwe,AFRO,260,133428,11,4696
2021-11-21,ZW,Zimbabwe,AFRO,210,133638,3,4699
2021-11-28,ZW,Zimbabwe,AFRO,313,133951,6,4705
2021-12-05,ZW,Zimbabwe,AFRO,4572,138523,4,4709
2021-12-12,ZW,Zimbabwe,AFRO,26479,165002,26,4735
2021-12-19,ZW,Zimbabwe,AFRO,26671,191673,47,4782
2021-12-26,ZW,Zimbabwe,AFRO,12073,203746,103,4885
2022-01-02,ZW,Zimbabwe,AFRO,10468,214214,132,5017
2022-01-09,ZW,Zimbabwe,AFRO,7704,221918,131,5148
2022-01-16,ZW,Zimbabwe,AFRO,4016,225934,95,5243
2022-01-23,ZW,Zimbabwe,AFRO,2245,228179,49,5292
2022-01-30,ZW,Zimbabwe,AFRO,1236,229415,41,5333
2022-02-06,ZW,Zimbabwe,AFRO,987,230402,29,5362
2022-02-13,ZW,Zimbabwe,AFRO,897,231299,12,5374
2022-02-20,ZW,Zimbabwe,AFRO,1925,233224,12,5386
2022-02-27,ZW,Zimbabwe,AFRO,2579,235803,7,5393
2022-03-06,ZW,Zimbabwe,AFRO,3216,239019,4,5397
2022-03-13,ZW,Zimbabwe,AFRO,3338,242357,17,5414
2022-03-20,ZW,Zimbabwe,AFRO,2095,244452,12,5426
2022-03-27,ZW,Zimbabwe,AFRO,1315,245767,11,5437
2022-04-03,ZW,Zimbabwe,AFRO,714,246481,9,5446
2022-04-10,ZW,Zimbabwe,AFRO,477,246958,11,5457
2022-04-17,ZW,Zimbabwe,AFRO,303,247261,5,5462
2022-04-24,ZW,Zimbabwe,AFRO,263,247524,6,5468
2022-05-01,ZW,Zimbabwe,AFRO,318,247842,1,5469
2022-05-08,ZW,Zimbabwe,AFRO,427,248269,4,5473
2022-05-15,ZW,Zimbabwe,AFRO,937,249206,9,5482
2022-05-22,ZW,Zimbabwe,AFRO,1436,250642,12,5494
2022-05-29,ZW,Zimbabwe,AFRO,1450,252092,6,5500
2022-06-05,ZW,Zimbabwe,AFRO,1246,253338,10,5510
2022-06-12,ZW,Zimbabwe,AFRO,760,254098,11,5521
2022-06-19,ZW,Zimbabwe,AFRO,703,254801,13,5534
2022-06-26,ZW,Zimbabwe,AFRO,554,255355,15,5549
2022-07-03,ZW,Zimbabwe,AFRO,355,255710,9,5558
2022-07-10,ZW,Zimbabwe,AFRO,229,255939,6,5564
2022-07-17,ZW,Zimbabwe,AFRO,144,256083,2,5566
2022-07-24,ZW,Zimbabwe,AFRO,171,256254,6,5572
2022-07-31,ZW,Zimbabwe,AFRO,124,256378,5,5577
2022-08-07,ZW,Zimbabwe,AFRO,99,256477,7,5584
2022-08-14,ZW,Zimbabwe,AFRO,62,256539,4,5588
2022-08-21,ZW,Zimbabwe,AFRO,85,256624,4,5592
2022-08-28,ZW,Zimbabwe,AFRO,75,256699,1,5593
2022-09-04,ZW,Zimbabwe,AFRO,56,256755,3,5596
2022-09-11,ZW,Zimbabwe,AFRO,115,256870,,5596
2022-09-18,ZW,Zimbabwe,AFRO,126,256996,2,5598
2022-09-25,ZW,Zimbabwe,AFRO,344,257340,1,5599
2022-10-02,ZW,Zimbabwe,AFRO,177,257517,3,5602
2022-10-09,ZW,Zimbabwe,AFRO,138,257655,2,5604
2022-10-16,ZW,Zimbabwe,AFRO,238,257893,2,5606
2022-10-23,ZW,Zimbabwe,AFRO,12,257905,2,5608
2022-10-30,ZW,Zimbabwe,AFRO,132,258037,2,5610
2022-11-06,ZW,Zimbabwe,AFRO,132,258169,,5610
2022-11-13,ZW,Zimbabwe,AFRO,179,258348,,5610
2022-11-20,ZW,Zimbabwe,AFRO,295,258643,1,5611
2022-11-27,ZW,Zimbabwe,AFRO,311,258954,5,5616
2022-12-04,ZW,Zimbabwe,AFRO,396,259350,6,5622
2022-12-11,ZW,Zimbabwe,AFRO,6,259356,,5622
2022-12-18,ZW,Zimbabwe,AFRO,203,259559,3,5625
2022-12-25,ZW,Zimbabwe,AFRO,385,259944,10,5635
2023-01-01,ZW,Zimbabwe,AFRO,202,260146,4,5639
2023-01-08,ZW,Zimbabwe,AFRO,303,260449,,5639
2023-01-15,ZW,Zimbabwe,AFRO,,260449,,5639
2023-01-22,ZW,Zimbabwe,AFRO,1104,261553,13,5652
2023-01-29,ZW,Zimbabwe,AFRO,749,262302,6,5658
2023-02-05,ZW,Zimbabwe,AFRO,752,263054,1,5659
2023-02-12,ZW,Zimbabwe,AFRO,553,263607,3,5662
2023-02-19,ZW,Zimbabwe,AFRO,295,263902,1,5663
2023-02-26,ZW,Zimbabwe,AFRO,206,264108,5,5668
2023-03-05,ZW,Zimbabwe,AFRO,162,264270,3,5671
2023-03-12,ZW,Zimbabwe,AFRO,115,264385,1,5672
2023-03-19,ZW,Zimbabwe,AFRO,63,264448,6,5678
2023-03-26,ZW,Zimbabwe,AFRO,61,264509,1,5679
2023-04-02,ZW,Zimbabwe,AFRO,40,264549,2,5681
2023-04-09,ZW,Zimbabwe,AFRO,33,264582,3,5684
2023-04-16,ZW,Zimbabwe,AFRO,28,264610,,5684
2023-04-23,ZW,Zimbabwe,AFRO,27,264637,1,5685
2023-04-30,ZW,Zimbabwe,AFRO,46,264683,1,5686
2023-05-07,ZW,Zimbabwe,AFRO,83,264766,2,5688
2023-05-14,ZW,Zimbabwe,AFRO,75,264841,2,5690
2023-05-21,ZW,Zimbabwe,AFRO,95,264936,1,5691
2023-05-28,ZW,Zimbabwe,AFRO,87,265023,2,5693
2023-06-04,ZW,Zimbabwe,AFRO,129,265152,2,5695
2023-06-11,ZW,Zimbabwe,AFRO,9,265161,,5695
2023-06-18,ZW,Zimbabwe,AFRO,128,265289,7,5702
2023-06-25,ZW,Zimbabwe,AFRO,124,265413,5,5707
2023-07-02,ZW,Zimbabwe,AFRO,111,265524,,5707
2023-07-09,ZW,Zimbabwe,AFRO,80,265604,2,5709
2023-07-16,ZW,Zimbabwe,AFRO,62,265666,2,5711
2023-07-23,ZW,Zimbabwe,AFRO,28,265694,,5711
2023-07-30,ZW,Zimbabwe,AFRO,-1,265693,1,5712
2023-08-06,ZW,Zimbabwe,AFRO,23,265716,1,5713
2023-08-13,ZW,Zimbabwe,AFRO,,265716,,5713
2023-08-20,ZW,Zimbabwe,AFRO,5,265721,2,5715
2023-08-27,ZW,Zimbabwe,AFRO,10,265731,2,5717
2023-09-03,ZW,Zimbabwe,AFRO,6,265737,,5717
2023-09-10,ZW,Zimbabwe,AFRO,5,265742,1,5718
2023-09-17,ZW,Zimbabwe,AFRO,6,265748,,5718
2023-09-24,ZW,Zimbabwe,AFRO,5,265753,,5718
2023-10-01,ZW,Zimbabwe,AFRO,12,265765,,5718
2023-10-08,ZW,Zimbabwe,AFRO,6,265771,,5718
2023-10-15,ZW,Zimbabwe,AFRO,37,265808,1,5719
2023-10-22,ZW,Zimbabwe,AFRO,13,265821,1,5720
2023-10-29,ZW,Zimbabwe,AFRO,26,265847,1,5721
2023-11-05,ZW,Zimbabwe,AFRO,33,265880,1,5722
2023-11-12,ZW,Zimbabwe,AFRO,23,265903,4,5726
2023-11-19,ZW,Zimbabwe,AFRO,24,265927,1,5727
2023-11-26,ZW,Zimbabwe,AFRO,48,265975,3,5730
2023-12-03,ZW,Zimbabwe,AFRO,,265975,,5730
2023-12-10,ZW,Zimbabwe,AFRO,,265975,,5730
2023-12-17,ZW,Zimbabwe,AFRO,50,266025,,5730
2023-12-24,ZW,Zimbabwe,AFRO,23,266048,1,5731
2023-12-31,ZW,Zimbabwe,AFRO,23,266071,,5731
2024-01-07,ZW,Zimbabwe,AFRO,46,266117,3,5734
2024-01-14,ZW,Zimbabwe,AFRO,85,266202,3,5737
2024-01-21,ZW,Zimbabwe,AFRO,55,266257,,5737
2024-01-28,ZW,Zimbabwe,AFRO,31,266288,,5737
2024-02-04,ZW,Zimbabwe,AFRO,31,266319,,5737
2024-02-11,ZW,Zimbabwe,AFRO,9,266328,,5737
2024-02-18,ZW,Zimbabwe,AFRO,22,266350,,5737
2024-02-25,ZW,Zimbabwe,AFRO,5,266355,2,5739
2024-03-03,ZW,Zimbabwe,AFRO,3,266358,1,5740
2024-03-10,ZW,Zimbabwe,AFRO,1,266359,,5740
2024-03-17,ZW,Zimbabwe,AFRO,,266359,,5740
2024-03-24,ZW,Zimbabwe,AFRO,,266359,,5740
2024-03-31,ZW,Zimbabwe,AFRO,,266359,,5740
2024-04-07,ZW,Zimbabwe,AFRO,,266359,,5740
2024-04-14,ZW,Zimbabwe,AFRO,,266359,,5740
2024-04-21,ZW,Zimbabwe,AFRO,,266359,,5740
